OBJECTID,INTERZONE,NAME,TOTPOP2011,RESPOP2011,HHCNT2011,STDAREAHA,STDAREAKM2,POPULATION,FIVE_YEAR_POPULATION,ACC_POIS_PER_1000,ASSAULT_RATE_PER_1000,BURNS_PER_1000,FALLS_PER_1000,GYN_AND_OBS_PER_1000,HOME_ACCIDENTS_PER_1000,INJURY_OTHER_PER_1000,INTENTIONAL_SELF_HARM_PER_1000,MEDICAL_CONDITION_PER_1000,NEEDLESTICK_PER_1000,PERSONAL_ACTIVITY_PER_1000,PLAYING_PER_1000,PSYCHIATRIC_CONDITION_PER_1000,ROAD_TRAFFIC_ACCIDENT_PER_1000,RTA_PEDESTRIAN_PER_1000,SPORTING_INJURY_PER_1000,SURGICAL_CONDITION_PER_1000,UNSPECIFIED_PER_1000,NO_OF_TOP_5S_ADJUSTED,ACORN_GROUP,SHAPE__AREA,SHAPE__LENGTH,SHAPEAREA,SHAPELEN
67,S02001918,Robroyston and Millerston,6125,6023,2322,427.767003,4.277671,6352,31760,0.37783375,1.03904282,0.75566751,8.0604534,1.76322418,0.72418136,118.5768262,0.28337531,82.55667506,0.09445844,0.18891688,1.47984887,0.47229219,3.68387909,0.18891688,2.20403023,14.10579345,64.8929471,,,4277670.06929016,12229.05467307,4277670.06924969,12229.0546730624
68,S02001919,Balornock,3585,3458,1408,117.648359,1.176483,3439,17195,0.63972085,2.67519628,0.52340797,15.5277697,2.5588834,0.52340797,197.1503344,2.26810119,137.36551323,0.11631288,0.2907822,1.51206746,3.1404478,4.4198895,0.2907822,1.2794417,22.68101192,111.31142774,1,,1176483.59881592,6924.20482696,1176483.59880093,6924.20482695671
69,S02001920,Barmulloch,2637,2637,1155,70.040828,0.700409,3048,15240,0.72178478,2.55905512,1.18110236,11.87664042,3.67454068,0.65616798,151.44356955,1.24671916,121.65354331,0,0.32808399,1.57480315,1.83727034,3.0839895,0.32808399,1.70603675,18.7664042,102.03412073,1,,700408.27806091,5886.6268829,700408.2780465,5886.62688289969
70,S02001921,Petershill,4307,4307,2101,70.002636,0.700029,3611,18055,0.5538632,3.76626973,1.05234007,10.02492384,2.32622542,0.72002215,131.21019108,0.94156743,113.32040986,0.11077264,0.5538632,1.77236223,1.93852119,3.15702022,0.11077264,1.16311271,18.60980338,111.27111603,,,700026.35340881,5636.60222313,700026.353506,5636.60222312893
71,S02001922,Springburn,4716,4577,2371,167.465085,1.674651,4539,22695,1.54218991,4.00969377,1.71844019,17.14033928,3.83344349,1.01343908,165.49900859,2.59969156,155.5849306,0.22031284,0.30843798,1.76250275,6.7856356,3.26063009,0.39656312,1.18968936,22.64816039,134.03833443,3,"Poorer Pensioners, Difficult Circumstances",1674650.87870789,10357.29200357,1674650.87879895,10357.2920035604
72,S02001923,Springburn East and Cowlairs,4273,4265,2242,79.651629,0.796518,4850,24250,1.07216495,3.71134021,0.94845361,9.97938144,3.3814433,0.70103093,110.96907216,1.77319588,105.73195876,0,0.12371134,1.07216495,3.54639175,2.63917526,0.32989691,1.11340206,16.65979381,100.24742268,,,796516.25570679,5977.06720385,796516.25567058,5977.06720384423
73,S02001924,Cowlairs and Port Dundas,3609,3477,1904,213.117754,2.131177,4026,20130,0.74515648,3.42771982,0.84451068,16.04570293,4.02384501,0.69547938,106.65673125,3.62642822,132.29011426,0,0.34773969,0.89418778,3.57675112,3.47739692,0.1490313,1.68902136,20.11922504,117.3373075,1,,2131177.52003479,9896.11951492,2131177.519944,9896.11951492531
74,S02001925,Sighthill,2320,2320,1119,100.257632,1.002577,900,4500,0.44444444,4.44444444,0.88888889,11.11111111,3.55555556,0.22222222,90.44444444,1.33333333,101.55555556,0.44444444,0.44444444,1.11111111,1.77777778,4.22222222,0.66666667,0.66666667,19.55555556,105.33333333,2,Difficult Circumstances,1002576.32228088,8275.32501868,1002576.3222735,8275.32501867748
75,S02001926,"Roystonhill, Blochairn, and Provanmill",5773,5720,2944,170.797614,1.707979,6023,30115,0.69732691,5.24655487,1.06259339,14.84310144,4.15075544,0.86335713,116.81886103,1.89274448,157.66229454,0.06641209,0.26564835,1.56068404,3.818695,4.18396148,0.16603022,1.26182965,20.98621949,155.27145941,2,Difficult Circumstances,1707976.15843201,7446.34513942,1707976.158359,7446.34513941608
76,S02001927,Dennistoun North,4030,3917,2194,55.208947,0.552088,4707,23535,0.25493945,1.31718717,0.76481836,12.2795836,2.29445507,0.63734863,52.30507754,0.67983854,85.27724665,0.16995963,0.21244954,0.5098789,1.61461653,2.03951562,0.21244954,1.9545358,11.42978543,86.16953474,,,552089.44210815,5253.3266787,552089.4420095,5253.32667869645
77,S02001928,Alexandra Parade,2500,2461,1445,72.352713,0.723528,2695,13475,0.44526902,2.15213358,0.44526902,11.65120594,1.63265306,0.44526902,61.2987013,0.89053803,95.13914657,0.14842301,0.29684601,0.81632653,2.00371058,2.07792208,0.14842301,2.00371058,14.54545455,94.76808905,,,723527.15553284,4455.03855566,723527.155556,4455.03855566344
78,S02001929,Carntyne West and Haghill,5068,5068,2803,103.562594,1.03563,4771,23855,0.79647873,3.8147139,1.59295745,13.70781807,4.56927269,1.04799832,87.90609935,1.46719765,129.57451268,0.16767973,0.29343953,1.88639698,3.35359463,3.14399497,0.54495913,2.47327604,21.0018864,140.64137497,,,1035625.94551086,8011.09952193,1035625.945456,8011.09952193262
79,S02001931,Gallowgate North and Bellgrove,4926,4132,2371,61.838573,0.618384,6354,31770,1.00723953,2.73843248,1.00723953,9.19106075,1.63676424,0.34623859,55.2407932,1.85709789,86.496695,0,0.50361977,0.84985836,3.30500472,1.63676424,0.22033365,1.98300283,10.54453887,100.535096,,,618385.73643494,6995.33197885,618385.736446,6995.33197885235
80,S02001932,City Centre East,9139,5800,3766,166.148851,1.661492,10486,52430,0.3433149,2.02174328,0.74384894,6.58020217,1.83101278,0.36238795,39.57657829,0.68662979,61.98741179,0.05721915,0.24794965,0.24794965,2.17432767,1.16345604,0.09536525,1.90730498,10.08964333,79.13408354,,,1661488.53619385,9729.18404748,1661488.53615021,9729.18404748214
81,S02001933,City Centre West,4453,4208,2436,73.445504,0.734454,5676,28380,0.95137421,2.67794221,1.02184637,9.16138125,2.36081748,0.59901339,43.19943622,1.9379845,84.00281889,0.07047216,0.49330514,0.45806906,4.15785765,1.23326286,0.21141649,1.97322058,11.06412967,87.52642706,,,734455.04373169,7122.31693646,734455.0437845,7122.31693645813
82,S02001934,City Centre South,2832,2796,1811,117.01778,1.170175,3945,19725,0.96324461,2.53485425,0.76045627,5.32319392,2.83903676,0.50697085,40.86185044,1.57160963,71.28010139,0,0.60836502,0.6590621,3.54879594,0.96324461,0.10139417,2.73764259,9.53105196,68.44106464,,,1170177.80308533,7683.63161368,1170177.80314522,7683.63161368296
83,S02001935,Anderston,4420,4419,2464,59.800735,0.598007,5577,27885,0.39447732,1.64963242,1.14757038,7.38748431,1.57790927,1.2551551,44.50421373,0.53792361,80.76026538,0.1434463,0.43033889,1.07584723,1.3986014,2.11583289,0.1434463,3.69374216,8.35574682,46.47660032,,,598007.31362915,6027.03068078,598007.31368612,6027.03068077247
84,S02001936,Finnieston and Kelvinhaugh,6985,5775,3100,123.165722,1.231658,10513,52565,0.22828879,1.25558832,0.66584229,4.64187197,0.83705888,0.83705888,34.05307714,0.72291449,48.58746314,0.11414439,0.17121659,0.74193855,1.75021402,1.08437173,0.15219252,3.5765243,5.84038809,30.0580234,,,1231657.18151855,7721.6741126,1231657.18159916,7721.67411259031
85,S02001937,Woodlands,6449,6323,2914,54.078477,0.54079,7387,36935,0.18952213,1.38080412,0.92053608,5.9834845,1.81399756,0.81223771,45.72898335,0.64979017,60.53878435,0.10829836,0.46026804,1.02883444,1.78692297,1.7056992,0.08122377,4.65682957,7.55381075,44.26695546,,,541497.80462647,4758.87997238,541497.8046215,4758.87997237926
86,S02001938,Woodside,3416,3334,1961,69.61864,0.696187,3569,17845,0.89660969,3.30624825,1.00868591,15.07425049,1.62510507,1.28887644,68.47856542,1.96133371,138.63827403,0,0.28019053,1.40095265,5.54777249,1.79321939,0.39226674,2.18548613,18.15634632,109.27430653,,,696186.40104675,8853.5508377,696186.4011275,8853.55083770673
87,S02001903,Garrowhill East and Swinton,4298,4273,1627,135.961839,1.359619,4177,20885,0.19152502,1.0533876,1.0533876,10.91692602,3.06440029,0.43093129,76.46636342,0.47881254,80.72779507,0.04788125,0.28728753,1.38855638,0.33516878,3.1601628,0.09576251,2.34618147,13.55039502,71.58247546,,,1359618.39335632,6696.04899659,1359618.393376,6696.04899659079
88,S02001904,Easterhouse East,3183,3105,1488,409.058726,4.090587,3156,15780,0.76045627,3.6121673,1.0139417,11.34347275,2.47148289,0.82382763,84.47401774,0.63371356,133.39670469,0,0.38022814,2.28136882,2.53485425,5.38656527,0.12674271,1.90114068,22.1166033,117.36375158,,,4090587.34062195,12140.97651081,4090587.34084423,12140.9765107996
89,S02001905,Central Easterhouse,2740,2740,1296,87.727933,0.877279,2382,11910,0.75566751,3.35852225,0.92359362,15.86901763,5.70948783,0.83963056,99.91603694,2.35096558,148.9504618,0.16792611,0.41981528,2.43492863,3.61041142,4.45004198,0.16792611,1.59529807,27.53988245,130.64651553,2,Difficult Circumstances ,877279.33309937,5599.0199262,877279.3330745,5599.01992620101
90,S02001906,"Garthamlock, Auchinlea and Gartloch",3633,3633,1498,583.160592,5.831604,4631,23155,0.60462103,2.37529691,0.90693155,9.15568992,3.54135176,0.69099547,92.03195854,0.47505938,107.53616929,0.04318722,0.2591233,2.41848413,1.33880371,4.96652991,0.2591233,2.02979918,17.36126107,88.31785791,,,5831606.00292969,20699.89237457,5831606.00293154,20699.8923745784
91,S02001907,North Barlanark and Easterhouse South,3405,3366,1449,92.153009,0.921532,3581,17905,1.39625803,4.7472773,1.61965931,14.24183189,4.41217537,1.34040771,105.89220888,2.28986317,146.04858978,0.05585032,0.27925161,2.73666574,3.12761798,3.57442055,0.33510193,3.01591734,23.73638648,134.43172298,1,,921530.09370422,6539.55660491,921530.0936455,6539.55660490935
92,S02001908,Barlanark,4904,4904,2212,229.897688,2.298983,4916,24580,0.85435313,3.21399512,1.26118796,11.92026037,3.37672905,0.81366965,100.81366965,3.45809601,123.55573637,0.04068348,0.16273393,2.48169243,5.65500407,5.04475183,0.2441009,2.76647681,20.74857608,117.73799837,1,,2298976.86364746,10060.51513893,2298976.8636065,10060.5151389326
93,S02001909,Greenfield,5228,5162,2536,128.745249,1.287454,5139,25695,0.70052539,2.91885581,1.05078809,15.99532983,2.49075696,0.50593501,87.44892002,1.16754232,136.95271454,0.03891808,0.42809885,1.79023156,2.87993773,3.81397159,0.23350846,1.71239541,22.06654991,125.31620938,,,1287452.49514771,9135.5290734,1287452.4950455,9135.52907339425
94,S02001910,Shettleston North,4492,4492,2626,77.645997,0.77646,4772,23860,1.17351215,4.48449288,1.2992456,14.83654652,2.97569153,0.41911148,80.59513831,2.5146689,131.76865046,0.16764459,0.25146689,1.00586756,5.99329422,3.85582565,0.37720034,2.26320201,20.07544007,128.1642917,,,776459.94902039,5355.8089623,776459.949034,5355.80896229788
95,S02001911,Tollcross,3554,3554,1854,42.128473,0.421282,4052,20260,0.64165844,3.35636723,0.93780849,13.72161895,4.68904245,0.34550839,73.3958539,1.57946693,123.988154,0.09871668,0.14807502,1.1846002,3.45508391,2.56663376,0.09871668,1.23395854,18.75616979,113.27739388,1,,421284.75752258,5650.8205468,421284.7574675,5650.8205468025
96,S02001912,Old Shettleston and Parkhead North,3573,3465,1735,114.886267,1.148863,4848,24240,0.70132013,4.41419142,1.32013201,19.8019802,4.95049505,1.19636964,104.95049505,1.23762376,168.44059406,0.20627063,0.20627063,2.02145215,2.68151815,5.40429043,0.330033,2.2689769,23.06105611,144.18316832,2,"Difficult Circumstances, Poorer Pensioners",1148862.67236328,7614.50302889,1148862.6725575,7614.50302889423
97,S02001946,Summerston North,4031,3763,1802,157.868161,1.578682,3445,17225,0.46444122,2.78664731,0.98693759,14.04934688,2.38026125,0.81277213,97.24238026,1.16110305,129.17271408,0.17416546,0.46444122,2.3222061,2.61248186,3.94775036,0.23222061,3.19303338,18.57764877,92.94629898,,,1578681.60456848,8790.44682741,1578681.60478387,8790.44682741067
98,S02001947,Maryhill East,3295,3295,1711,76.098802,0.760989,3448,17240,0.52204176,4.75638051,1.39211137,10.38283063,3.71229698,1.10208817,91.47331787,1.74013921,121.4037123,0.11600928,0.46403712,2.20417633,3.94431555,2.55220418,0.23201856,1.33410673,16.18329466,94.48955916,,,760988.03981018,5416.02900082,760988.0397815,5416.02900081514
99,S02001948,Maryhill West,2742,2742,1425,52.904454,0.529043,3064,15320,0.91383812,4.89556136,1.17493473,10.05221932,3.26370757,1.30548303,86.1618799,2.34986945,115.33942559,0,0.26109661,2.21932115,5.09138381,3.06788512,0.1305483,2.4151436,15.66579634,88.4464752,,,529044.52941895,4398.84291426,529044.5294425,4398.84291425822
100,S02001949,Wyndford,3619,3619,2261,48.475596,0.484755,4306,21530,0.69670228,5.62006503,1.20761728,11.51881096,2.46168137,1.20761728,78.95959127,3.25127729,124.84904784,0.09289364,0.60380864,1.62563864,7.38504412,2.83325592,0.74314909,2.09010683,16.07059916,101.62563864,3,"Difficult Circumstances, Poorer Pensioners",484755.9914856,3925.72695326,484755.991433,3925.72695326076
101,S02001950,Kelvindale,6079,5371,2544,115.113948,1.151139,6166,30830,0.22705157,0.64871878,0.97307817,10.86603957,0.61628284,1.1676938,56.14661044,0.32435939,74.01881284,0.1621797,0.38923127,1.9137204,0.90820629,1.52448913,0.12974376,4.93026273,8.62795978,32.69542653,,,1151139.46725464,6232.07935471,1151139.467335,6232.07935470782
102,S02001951,North Kelvin,3795,3774,1863,48.785565,0.487856,4187,20935,0.33436828,1.09863864,0.81203726,6.68736566,1.19417244,1.14640554,50.77621209,1.05087175,56.46047289,0.33436828,0.47766898,1.67184141,1.62407452,1.48077382,0.14330069,4.39455457,7.40386912,41.65273465,1,,487855.63500977,4973.23825408,487855.6349875,4973.2382540892
103,S02001952,Kelvingrove and University,5946,5732,2669,68.13281,0.681333,6546,32730,0.21387107,1.13046135,0.70271922,5.83562481,0.82493126,0.82493126,43.35472044,0.79437825,52.18454018,0.27497709,0.3360831,0.82493126,1.31377941,1.25267339,0.30553009,4.61350443,6.08004888,33.08890926,,,680615.04098511,7083.27154074,680615.0408375,7083.27154073345
104,S02001953,Hillhead,5715,5696,3315,95.863985,0.95864,8319,41595,0.12020676,1.27419161,0.74528188,5.2650559,1.29823296,0.84144729,38.94698882,1.77905998,70.51328285,0.24041351,0.43274432,0.69719918,3.2936651,1.44248107,0.24041351,3.89469888,7.62110831,35.07633129,,,958639.84082031,9611.38185502,958639.84064448,9611.3818550156
105,S02001954,Glasgow Harbour and Partick South,4602,4594,2925,49.34278,0.493427,5311,26555,0.26360384,0.94144229,0.9037846,7.68216908,1.3556769,1.05441536,48.42779138,1.09207306,82.05610996,0.26360384,0.37657692,1.01675767,2.33477688,1.8075692,0.11297307,4.36829222,8.36000753,39.27697232,,,493427.79084778,5004.18809365,493427.790840075,5004.18809364609
106,S02001955,Partick,3845,3830,2372,35.576266,0.355764,4024,20120,0.74552684,2.68389662,1.19284294,11.18290258,1.44135189,0.64612326,62.972167,1.93836978,123.26043738,0.19880716,0.79522863,1.24254473,3.42942346,2.58449304,0.64612326,5.36779324,11.87872763,52.48508946,1,,355762.65493774,4066.06260532,355762.6548725,4066.06260531503
107,S02001956,Partickhill and Hyndland,5517,5479,2935,54.10841,0.541086,5803,29015,0.20678959,0.37911425,0.89608823,10.33947958,1.06841289,1.17180769,47.04463209,0.37911425,67.75805618,0.31018439,0.34464932,0.8616233,0.68929864,1.10287782,0.06892986,4.06686197,7.37549543,29.74323626,1,,541084.10247803,4902.88128208,541084.1024495,4902.88128208118
108,S02001957,Dowanhill,4338,4281,2176,46.309023,0.463092,4589,22945,0.30507736,0.4358248,0.61015472,9.37023317,0.61015472,1.089562,46.15384615,0.4358248,61.4077141,0.26149488,0.26149488,1.35105688,0.69731968,1.089562,0.2179124,4.57616038,7.32185661,31.11789061,,,463090.21408081,4692.78016962,463090.2140695,4692.78016962604
109,S02001958,Kelvinside and Jordanhill,5577,5491,2391,181.26453,1.812647,5717,28585,0.34983383,0.62970089,0.73465104,11.61448312,0.83960119,1.60923561,62.02553787,1.15445164,85.56935456,0.2099003,0.52475074,2.79867063,1.18943502,1.67920238,0.13993353,5.66730803,8.32604513,34.52859892,,,1812645.26696777,8152.13058676,1812645.267012,8152.13058676351
110,S02001959,Broomhill,4348,4317,2224,61.247157,0.612471,4639,23195,0.2155637,0.73291658,0.90536754,9.70036646,1.20715671,1.33649493,54.02026299,0.94848028,85.27699935,0.51735288,0.34490192,1.72450959,1.98318603,1.94007329,0.08622548,4.78551412,8.96744988,35.05065747,1,,612471.57658386,4264.88108532,612471.5766,4264.88108531731
111,S02001960,Victoria Park,2694,2684,1119,70.840075,0.708401,2705,13525,0.59149723,1.62661738,1.18299445,11.38632163,1.03512015,1.99630314,68.46580407,1.03512015,110.60998152,0,1.03512015,3.10536044,3.3271719,2.0702403,0,4.58410351,10.05545287,47.76340111,,,708400.75540161,4777.14506823,708400.7553745,4777.14506822382
112,S02001961,Whiteinch,3405,3405,1988,51.848369,0.518484,3742,18710,0.64136825,3.84820951,1.12239444,12.72047034,1.92410476,1.81721005,80.38482095,2.88615714,169.69535008,0.26723677,0.69481561,2.08444682,5.71886692,4.97060396,0.42757883,3.90165687,16.19454837,66.16782469,,,518483.6632843,6095.88681391,518483.66322563,6095.88681390627
113,S02001962,Scotstoun North and East,4321,4304,1915,66.7572,0.667572,4595,22975,0.21762786,2.04570185,1.26224157,9.31447225,1.61044614,1.34929271,61.50163221,1.95865071,118.73775843,0,0.69640914,2.61153428,6.13710555,3.43852013,0.26115343,3.22089227,11.92600653,46.87704026,,,667572.01251221,4315.09408044,667572.012569,4315.09408043998
114,S02001963,Scotstoun South and West,3718,3718,1857,99.653897,0.996539,3637,18185,0.7148749,4.0142975,1.70470168,12.09788287,2.85949959,1.31976904,72.31234534,1.92466318,167.83062964,0.16497113,0.27495188,2.25460544,5.33406654,5.99395106,0.32994226,3.68435524,14.35248831,64.28375034,,,996538.94490051,9138.43153322,996538.94482642,9138.43153321333
115,S02001964,Yoker South,4571,4558,2344,96.545804,0.96546,4856,24280,0.28830313,3.99505766,0.82372323,11.82042834,2.30642504,1.40032949,71.00494234,1.64744646,121.5815486,0.16474465,0.5354201,2.51235585,2.05930807,4.85996705,0.49423394,4.03624382,11.8616145,50.65897858,,,965458.03346252,6972.88203453,965458.0335929,6972.88203454413
116,S02001965,Yoker North,3030,2850,1153,52.391859,0.523917,2970,14850,0.26936027,2.69360269,0.74074074,26.1952862,2.28956229,2.8956229,95.75757576,0.47138047,235.28619529,0.06734007,0.60606061,4.04040404,1.88552189,4.37710438,0.13468013,6.12794613,18.78787879,80.4040404,2,"Striving Families, Modest Means",523918.56227112,4246.32553877,523918.56226294,4246.32553877617
117,S02001966,Knightswood West,2666,2666,1251,45.080045,0.450802,2551,12755,0.31360251,2.97922383,1.01920815,13.17130537,1.7248138,1.01920815,84.67267738,2.03841631,158.60446884,0,0.47040376,2.82242258,3.52802822,4.78243826,0.47040376,4.93923951,14.66091729,62.87730302,,,450800.47363281,3916.4313614,450800.473637,3916.43136139615
118,S02001967,Knightswood East,3977,3878,2008,62.290175,0.622905,3921,19605,0.56108136,3.46850293,0.96914053,18.61769957,2.6013772,1.93828105,78.80642693,1.88727365,171.84391737,0.15302219,0.66309615,2.09130324,4.08059169,4.13159908,0.35705177,4.18260648,17.29150727,67.63580719,,,622901.74003601,8530.88663384,622901.740147,8530.88663383877
119,S02001968,Knightswood Park West,3459,3459,1926,93.437919,0.934381,3354,16770,0.53667263,3.10077519,0.47704234,13.11866428,2.38521169,1.13297555,69.35002982,1.90816935,150.02981515,0.17889088,0.65593321,1.72927847,4.71079308,4.11449016,0.17889088,3.99522958,15.08646392,64.04293381,,,934379.18525696,8143.28010355,934379.185227,8143.28010354975
120,S02001969,Knightswood Park East,3692,3692,1793,55.077788,0.550776,3870,19350,0.31007752,2.73901809,1.03359173,12.55813953,2.27390181,1.65374677,70.49095607,2.11886305,138.50129199,0.05167959,0.41343669,2.11886305,4.03100775,3.35917313,0.10335917,4.34108527,12.66149871,58.0878553,,,550777.88517761,5248.76134846,550777.8852105,5248.76134846043
121,S02001930,Dennistoun,4195,4183,2227,27.916265,0.279162,4454,22270,0.40413112,1.66142793,0.76335878,7.90300853,1.88594522,0.08980692,50.51638976,0.94297261,65.91827571,0.22451729,0.53884149,0.53884149,2.29007634,1.93084868,0.3143242,1.88594522,9.78895375,76.42568478,,,279162.64424133,3390.70730975,279162.6442975,3390.70730974367
122,S02001970,Anniesland East,4217,4171,2207,149.99151,1.499915,4242,21210,0.23573786,1.22583687,0.80150872,10.93823668,1.32013201,1.13154173,58.08580858,0.61291843,95.66242339,0.28288543,0.04714757,1.74446016,1.60301744,2.73455917,0.28288543,4.90334748,10.08958039,44.4601603,,,1499915.09591675,8255.64248511,1499915.09582365,8255.64248511518
123,S02001971,Anniesland West,5995,5890,3097,129.898932,1.298991,6681,33405,0.44903458,2.39485107,1.25729681,15.29711121,1.5566532,1.64646011,69.75003742,1.70633139,132.10597216,0.14967819,0.44903458,1.76620266,3.05343511,3.29292022,0.29935638,4.72983086,13.08187397,52.65678791,,,1298989.29566956,7816.51033094,1298989.29569675,7816.51033094093
124,S02001972,Blairdardie East,5683,5676,2818,97.739448,0.977395,5485,27425,0.87511395,2.33363719,1.38559708,17.10118505,2.26071103,2.5159526,88.53236098,2.07839562,168.93345488,0.21877849,0.65633546,3.13582498,3.24521422,4.48495898,0.32816773,4.04740201,17.28350046,67.67547858,,,977394.485672,6380.13119645,977394.48553321,6380.13119644513
125,S02001973,Blairdardie West,2926,2926,1199,91.099311,0.910992,2975,14875,0.26890756,1.34453782,1.00840336,13.71428571,0.94117647,1.68067227,73.68067227,0.80672269,119.86554622,0,0.60504202,3.36134454,0.47058824,5.31092437,0.33613445,4.63865546,12.90756303,46.92436975,,,910993.11380005,5490.80173521,910993.11380875,5490.80173521276
126,S02001974,Drumchapel South,2623,2503,1096,82.379145,0.823793,2542,12710,0.15735641,4.56333596,1.49488592,27.61605035,2.83241542,2.43902439,102.5963808,1.57356412,220.84972463,0.07867821,0.55074744,2.5963808,2.83241542,5.90086546,0.39339103,4.95672699,21.32179386,81.82533438,2,Difficult Circumstances,823791.45678711,7275.33992427,823791.45688887,7275.3399242677
127,S02001975,Drumchapel North,3686,3686,1650,88.810851,0.888109,3354,16770,0.65593321,4.88968396,1.4907573,15.02683363,3.57781753,2.20632081,105.48598688,2.20632081,190.33989267,0.23852117,1.61001789,4.47227191,3.75670841,5.66487776,0.35778175,4.35301133,22.83840191,72.33154442,1,,888108.50285339,6396.847519,888108.502731855,6396.84751900515
128,S02001976,Drumry East,3287,3204,1481,128.710931,1.28711,3317,16585,0.66324992,4.22068134,1.20590895,20.68133856,3.49713597,1.98974977,107.68766958,2.23093156,207.65752186,0,0.84413627,4.52215858,4.28097679,5.78836298,0.42206813,4.64274947,18.39011155,77.2384685,,,1287109.3079834,8348.45596093,1287109.30788241,8348.45596093565
129,S02001977,Drumry West,3464,3464,1480,89.801617,0.898018,3542,17710,0.56465274,2.87972897,1.41163185,11.68831169,2.93619424,2.03274986,97.34613213,1.75042349,163.24110672,0.11293055,0.45172219,4.79954828,2.71033315,4.46075663,0.28232637,5.59006211,18.91586674,57.98983625,1,,898016.1355896,5175.59134573,898016.135727365,5175.5913457287
130,S02001939,Firhill,5667,5624,3088,58.998422,0.589983,6415,32075,0.53000779,1.40296181,0.7482463,8.41777085,2.93063133,1.06001559,54.3725643,1.1847233,81.96414653,0.18706157,0.37412315,0.99766173,3.39828527,1.9329696,0.37412315,2.83710055,10.91192518,70.33515199,,,589984.21865845,5587.64675794,589984.218574,5587.64675794294
131,S02001940,Keppochhill,4616,4287,2327,91.978995,0.919793,4894,24470,0.93992644,3.67797303,1.47118921,11.36085002,2.65631385,0.65386187,104.9448304,2.41111565,119.77932162,0.04086637,0.4903964,1.47118921,4.0866367,3.26930936,0.28606457,1.75725378,16.59174499,106.08908868,,,919790.00010681,6071.88467934,919790.0002775,6071.88467934616
132,S02001941,Ruchill,6987,5757,3236,115.615228,1.15615,7402,37010,0.54039449,2.4317752,0.97271008,11.13212645,2.05349905,1.02674953,69.57579033,1.67522291,93.21804918,0.24317752,0.37827614,1.83734126,3.3234261,2.1075385,0.24317752,2.62091327,11.83463929,72.46690084,,,1156152.27030945,7816.49053849,1156152.270351,7816.49053849244
133,S02001942,Possil Park,5812,5694,2872,186.040561,1.860405,6123,30615,0.91458435,3.7563286,0.94724808,24.72644129,2.87440797,0.94724808,140.16005226,2.15580598,186.5425445,0,0.359301,1.99248734,4.08296587,3.52768251,0.39196472,1.01257553,24.4977952,144.43900049,3,"Poorer Pensioners, Difficult Circumstances",1860405.60426331,11444.32687754,1860405.6043025,11444.3268775475
134,S02001943,Milton West,4190,4183,2018,132.357158,1.32357,4275,21375,0.98245614,3.50877193,0.84210526,13.23976608,3.74269006,0.93567251,157.94152047,1.4502924,152.28070175,0.1871345,0.32748538,2.52631579,2.94736842,4.77192982,0.37426901,1.91812865,24.98245614,117.19298246,2,"Poorer Pensioners, Striving Families, Difficult Circumstances",1323571.59109497,7787.33005716,1323571.59111,7787.33005715447
135,S02001944,Milton East,3554,3516,1642,64.173269,0.641734,3185,15925,1.31868132,2.44897959,1.00470958,16.38932496,5.08634223,1.19309262,171.80533752,2.1978022,169.54474097,0.06279435,0.43956044,1.88383046,3.26530612,4.77237049,0.31397174,2.13500785,26.68759812,134.31711146,3,"Striving Families, Difficult Circumstances",641732.70669556,5430.60111933,641732.706731155,5430.60111933043
136,S02001945,Summerston Central and West,4093,4093,1848,765.759697,7.657596,4481,22405,0.62486052,2.4101763,0.75875921,9.72997099,2.99040393,0.84802499,111.626869,0.53559473,96.67484936,0,0.26779737,2.81187235,1.96384736,3.65989734,0.26779737,2.09774604,15.35371569,78.59852711,,,7657597.03881836,18161.43035438,7657597.03868152,18161.4303543852
